Comuna;FECHA_INMUNIZACION;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Lo Barnechea;2023-04-10;Única;136;Personas mayores de 65 años y más;Oriente
Lo Barnechea;2023-04-11;Única;186;Personas mayores de 65 años y más;Oriente
Lo Barnechea;2023-04-12;Única;195;Personas mayores de 65 años y más;Oriente
Lo Barnechea;2023-04-13;Única;169;Personas mayores de 65 años y más;Oriente
Lo Barnechea;2023-04-14;Única;174;Personas mayores de 65 años y más;Oriente
Lo Barnechea;2023-04-15;Única;6;Personas mayores de 65 años y más;Oriente
Lo Espejo;2023-03-15;Única;59;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-16;Única;70;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-17;Única;165;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-18;Única;20;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-20;Única;390;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-21;Única;310;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-22;Única;258;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-23;Única;213;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-24;Única;144;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-25;Única;37;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-27;Única;229;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-28;Única;235;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-29;Única;212;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-30;Única;242;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-03-31;Única;184;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-01;Única;9;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-03;Única;255;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-04;Única;198;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-05;Única;192;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-06;Única;152;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-08;Única;6;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-10;Única;196;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-11;Única;197;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-12;Única;174;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-13;Única;150;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-14;Única;111;Personas mayores de 65 años y más;Sur
Lo Espejo;2023-04-15;Única;14;Personas mayores de 65 años y más;Sur
Lo Prado;2023-03-15;Única;69;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-16;Única;73;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-17;Única;460;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-18;Única;185;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-20;Única;640;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-21;Única;530;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-22;Única;573;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-23;Única;574;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-24;Única;441;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-25;Única;104;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-27;Única;467;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-28;Única;434;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-29;Única;349;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-30;Única;447;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-03-31;Única;397;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-01;Única;138;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-03;Única;404;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-04;EPRO;1;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-04;Única;350;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-05;Única;311;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-06;Única;307;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-10;Única;304;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-11;Única;232;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-12;Única;243;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-13;Única;235;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-14;Única;175;Personas mayores de 65 años y más;Occidente
Lo Prado;2023-04-15;Única;35;Personas mayores de 65 años y más;Occidente
Macul;2023-03-15;Única;154;Personas mayores de 65 años y más;Oriente
Macul;2023-03-16;Única;212;Personas mayores de 65 años y más;Oriente
Macul;2023-03-17;Única;282;Personas mayores de 65 años y más;Oriente
Macul;2023-03-18;Única;1;Personas mayores de 65 años y más;Oriente
Macul;2023-03-20;Única;451;Personas mayores de 65 años y más;Oriente
Macul;2023-03-21;Única;387;Personas mayores de 65 años y más;Oriente
Macul;2023-03-22;Única;424;Personas mayores de 65 años y más;Oriente
Macul;2023-03-23;Única;430;Personas mayores de 65 años y más;Oriente
Macul;2023-03-24;Única;350;Personas mayores de 65 años y más;Oriente
Macul;2023-03-25;Única;1;Personas mayores de 65 años y más;Oriente
Macul;2023-03-27;Única;393;Personas mayores de 65 años y más;Oriente
Macul;2023-03-28;Única;322;Personas mayores de 65 años y más;Oriente
Macul;2023-03-29;Única;286;Personas mayores de 65 años y más;Oriente
Macul;2023-03-30;Única;363;Personas mayores de 65 años y más;Oriente
Macul;2023-03-31;Única;289;Personas mayores de 65 años y más;Oriente
Macul;2023-04-01;Única;2;Personas mayores de 65 años y más;Oriente
Macul;2023-04-03;EPRO;1;Personas mayores de 65 años y más;Oriente
Macul;2023-04-03;Única;340;Personas mayores de 65 años y más;Oriente
Macul;2023-04-04;Única;318;Personas mayores de 65 años y más;Oriente
Macul;2023-04-05;EPRO;1;Personas mayores de 65 años y más;Oriente
Macul;2023-04-05;Única;384;Personas mayores de 65 años y más;Oriente
Macul;2023-04-06;Única;296;Personas mayores de 65 años y más;Oriente
Macul;2023-04-10;EPRO;1;Personas mayores de 65 años y más;Oriente
Macul;2023-04-10;Única;261;Personas mayores de 65 años y más;Oriente
Macul;2023-04-11;Única;281;Personas mayores de 65 años y más;Oriente
Macul;2023-04-12;Única;283;Personas mayores de 65 años y más;Oriente
Macul;2023-04-13;EPRO;1;Personas mayores de 65 años y más;Oriente
Macul;2023-04-13;Única;262;Personas mayores de 65 años y más;Oriente
Macul;2023-04-14;EPRO;1;Personas mayores de 65 años y más;Oriente
Macul;2023-04-14;Única;213;Personas mayores de 65 años y más;Oriente
Macul;2023-04-15;Única;20;Personas mayores de 65 años y más;Oriente
Macul;2023-04-16;Única;1;Personas mayores de 65 años y más;Oriente
Maipú;2023-03-15;Única;575;Personas mayores de 65 años y más;Central
Maipú;2023-03-16;Única;729;Personas mayores de 65 años y más;Central
Maipú;2023-03-17;Única;1013;Personas mayores de 65 años y más;Central
Maipú;2023-03-18;Única;64;Personas mayores de 65 años y más;Central
Maipú;2023-03-19;Única;3;Personas mayores de 65 años y más;Central
Maipú;2023-03-20;Única;1533;Personas mayores de 65 años y más;Central
Maipú;2023-03-21;Única;1810;Personas mayores de 65 años y más;Central
Maipú;2023-03-22;EPRO;1;Personas mayores de 65 años y más;Central
Maipú;2023-03-22;Única;1698;Personas mayores de 65 años y más;Central
Maipú;2023-03-23;Única;1811;Personas mayores de 65 años y más;Central
Maipú;2023-03-24;Única;1251;Personas mayores de 65 años y más;Central
Maipú;2023-03-25;Única;135;Personas mayores de 65 años y más;Central
Maipú;2023-03-26;Única;1;Personas mayores de 65 años y más;Central
Maipú;2023-03-27;Única;1565;Personas mayores de 65 años y más;Central
Maipú;2023-03-28;EPRO;1;Personas mayores de 65 años y más;Central
Maipú;2023-03-28;Única;1272;Personas mayores de 65 años y más;Central
Maipú;2023-03-29;Única;1167;Personas mayores de 65 años y más;Central
Maipú;2023-03-30;Única;1374;Personas mayores de 65 años y más;Central
Maipú;2023-03-31;Única;1092;Personas mayores de 65 años y más;Central
Maipú;2023-04-01;Única;126;Personas mayores de 65 años y más;Central
Maipú;2023-04-03;Única;1328;Personas mayores de 65 años y más;Central
Maipú;2023-04-04;EPRO;1;Personas mayores de 65 años y más;Central
Maipú;2023-04-04;Única;1189;Personas mayores de 65 años y más;Central
Maipú;2023-04-05;EPRO;1;Personas mayores de 65 años y más;Central
Maipú;2023-04-05;Única;969;Personas mayores de 65 años y más;Central
Maipú;2023-04-06;Única;986;Personas mayores de 65 años y más;Central
Maipú;2023-04-10;Única;909;Personas mayores de 65 años y más;Central
Maipú;2023-04-11;EPRO;2;Personas mayores de 65 años y más;Central
Maipú;2023-04-11;Única;904;Personas mayores de 65 años y más;Central
Maipú;2023-04-12;Única;889;Personas mayores de 65 años y más;Central
Maipú;2023-04-13;Única;825;Personas mayores de 65 años y más;Central
Maipú;2023-04-14;Única;622;Personas mayores de 65 años y más;Central
Maipú;2023-04-15;EPRO;1;Personas mayores de 65 años y más;Central
Maipú;2023-04-15;Única;155;Personas mayores de 65 años y más;Central
María Pinto;2023-03-15;Única;26;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-16;Única;33;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-17;Única;28;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-19;Única;22;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-20;Única;57;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-21;Única;51;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-22;Única;48;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-23;Única;50;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-24;Única;34;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-25;Única;23;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-26;Única;14;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-27;Única;29;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-28;Única;50;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-29;Única;88;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-30;Única;40;Personas mayores de 65 años y más;Occidente
María Pinto;2023-03-31;Única;47;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-01;Única;43;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-02;Única;15;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-03;Única;36;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-04;Única;36;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-05;Única;68;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-06;Única;16;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-10;Única;15;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-11;Única;24;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-12;Única;60;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-13;Única;34;Personas mayores de 65 años y más;Occidente
María Pinto;2023-04-14;Única;25;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-15;Única;294;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-16;Única;310;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-17;Única;311;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-20;Única;553;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-21;Única;532;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-22;Única;539;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-23;Única;633;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-24;Única;356;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-25;Única;1;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-27;Única;344;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-28;Única;438;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-29;Única;357;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-30;Única;322;Personas mayores de 65 años y más;Occidente
Melipilla;2023-03-31;Única;239;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-01;Única;1;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-03;Única;280;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-04;Única;343;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-05;Única;295;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-06;Única;211;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-10;Única;194;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-11;Única;250;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-12;EPRO;1;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-12;Única;235;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-13;Única;248;Personas mayores de 65 años y más;Occidente
Melipilla;2023-04-14;Única;195;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-15;Única;19;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-16;Única;35;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-17;Única;61;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-18;Única;1;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-20;Única;50;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-21;Única;140;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-22;Única;116;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-23;Única;121;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-24;Única;101;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-25;Única;35;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-27;Única;128;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-28;Única;123;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-29;Única;148;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-30;Única;200;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-03-31;Única;107;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-01;Única;64;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-03;Única;143;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-04;Única;102;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-05;Única;130;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-06;Única;133;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-10;Única;108;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-11;Única;124;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-12;Única;93;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-13;Única;109;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-14;Única;62;Personas mayores de 65 años y más;Occidente
Padre Hurtado;2023-04-15;Única;34;Personas mayores de 65 años y más;Occidente
