Servicio;Comuna;CODIGO_DEIS;Establecimiento;Criterio_elegibilidad;N° de vacunados;Código Antiguo ;latitud;longitud
Occidente;Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Niños y niñas de 6 meses a 5 años de edad;113;10-345;-33.436875;-70.740448
Occidente;Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Otras prioridades;3;10-345;-33.436875;-70.740448
Occidente;Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;P. de salud: Privado;6;10-345;-33.436875;-70.740448
Occidente;Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;P. de salud: Público;172;10-345;-33.436875;-70.740448
Occidente;Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Personas mayores de 65 años y más;1224;10-345;-33.436875;-70.740448
Occidente;Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Población General;2540;10-345;-33.436875;-70.740448
Occidente;Lo Prado;10-345;Centro de Salud Familiar Dr. Carlos Avendaño;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;10-345;-33.436875;-70.740448
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Embarazadas;14;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Enfermos cronicos de 11 a 64 años de edad;347;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Escolares de 1° a 5° año básico;142;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Niños y niñas de 6 meses a 5 años de edad;124;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Otras prioridades;47;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;P. de salud: Privado;3;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;P. de salud: Público;88;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Personas mayores de 65 años y más;601;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Población General;1426;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Trabajadores de avícolas y de criaderos de cerdo;17;10-385;-33.51714;-71.125008
Occidente;María Pinto;10-385;Centro de Salud Familiar Adriana Madrid De Costabal;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;42;10-385;-33.51714;-71.125008
Occidente;Melipilla;10-150;Hospital San José (Melipilla);Otras prioridades;1;10-150;-33.69526;-71.214668
Occidente;Melipilla;10-150;Hospital San José (Melipilla);P. de salud: Público;690;10-150;-33.69526;-71.214668
Occidente;Melipilla;10-150;Hospital San José (Melipilla);Personas mayores de 65 años y más;23;10-150;-33.69526;-71.214668
Occidente;Melipilla;10-150;Hospital San José (Melipilla);Población General;815;10-150;-33.69526;-71.214668
Occidente;Melipilla;10-150;Hospital San José (Melipilla);Trabajadores de avícolas y de criaderos de cerdo;107;10-150;-33.69526;-71.214668
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Embarazadas;105;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Enfermos cronicos de 11 a 64 años de edad;367;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Escolares de 1° a 5° año básico;626;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Estrategia Capullo;5;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Niños y niñas de 6 meses a 5 años de edad;694;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Otras prioridades;4;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;P. de salud: Privado;3;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;P. de salud: Público;149;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Personas mayores de 65 años y más;734;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Población General;2932;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Trabajadores de avícolas y de criaderos de cerdo;20;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-378;Centro de Salud Familiar Dr. Edelberto Elgueta;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;248;10-378;-33.681498;-71.22595
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Embarazadas;85;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Enfermos cronicos de 11 a 64 años de edad;581;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Escolares de 1° a 5° año básico;213;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Estrategia Capullo;4;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Niños y niñas de 6 meses a 5 años de edad;483;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Otras prioridades;9;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;P. de salud: Privado;2;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;P. de salud: Público;155;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Personas mayores de 65 años y más;1120;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Población General;2740;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-379;Centro de Salud Familiar Dr. Francisco Boris Soler;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;107;10-379;-33.700239;-71.218134
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Embarazadas;3;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Enfermos cronicos de 11 a 64 años de edad;207;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Escolares de 1° a 5° año básico;135;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Niños y niñas de 6 meses a 5 años de edad;139;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Otras prioridades;18;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;P. de salud: Privado;1;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;P. de salud: Público;67;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Personas mayores de 65 años y más;383;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Población General;986;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Trabajadores de avícolas y de criaderos de cerdo;18;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-380;Centro de Salud Familiar San Manuel;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;34;10-380;-33.773496;-71.257568
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Embarazadas;16;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Enfermos cronicos de 11 a 64 años de edad;112;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Escolares de 1° a 5° año básico;17;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Estrategia Capullo;2;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Niños y niñas de 6 meses a 5 años de edad;38;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;P. de salud: Privado;3;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;P. de salud: Público;39;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Personas mayores de 65 años y más;167;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-381;Centro de Salud Familiar Alfarera Rosa Reyes Vilches;Población General;391;10-381;-33.649845;-71.15045
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Embarazadas;3;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Enfermos cronicos de 11 a 64 años de edad;150;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Escolares de 1° a 5° año básico;5;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Niños y niñas de 6 meses a 5 años de edad;24;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Otras prioridades;8;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;P. de salud: Público;36;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Personas mayores de 65 años y más;227;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Población General;463;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Trabajadores de avícolas y de criaderos de cerdo;4;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-440;Posta de Salud Rural Bollenar;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;10-440;-33.569087;-71.210906
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;Embarazadas;4;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;Enfermos cronicos de 11 a 64 años de edad;83;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;Escolares de 1° a 5° año básico;174;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;Niños y niñas de 6 meses a 5 años de edad;112;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;P. de salud: Privado;2;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;P. de salud: Público;28;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;Personas mayores de 65 años y más;150;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;Población General;549;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-445;Posta de Salud Rural Pahuilmo;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;1;10-445;-33.569161;-71.11575
Occidente;Melipilla;10-455;Posta de salud Rural Pabellón;Embarazadas;2;10-455;-33.750621;-71.198276
Occidente;Melipilla;10-455;Posta de salud Rural Pabellón;Enfermos cronicos de 11 a 64 años de edad;4;10-455;-33.750621;-71.198276
Occidente;Melipilla;10-455;Posta de salud Rural Pabellón;Niños y niñas de 6 meses a 5 años de edad;5;10-455;-33.750621;-71.198276
Occidente;Melipilla;10-455;Posta de salud Rural Pabellón;P. de salud: Público;2;10-455;-33.750621;-71.198276
Occidente;Melipilla;10-455;Posta de salud Rural Pabellón;Personas mayores de 65 años y más;30;10-455;-33.750621;-71.198276
Occidente;Melipilla;10-455;Posta de salud Rural Pabellón;Población General;43;10-455;-33.750621;-71.198276
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Embarazadas;53;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Enfermos cronicos de 11 a 64 años de edad;1633;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Escolares de 1° a 5° año básico;95;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Estrategia Capullo;15;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Niños y niñas de 6 meses a 5 años de edad;204;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Otras prioridades;123;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;P. de salud: Privado;232;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;P. de salud: Público;325;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Personas mayores de 65 años y más;2295;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Población General;5500;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Trabajadores de avícolas y de criaderos de cerdo;470;10-938;-33.684442;-71.213312
Occidente;Melipilla;10-938;Centro de Salud Familiar Florencia;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;61;10-938;-33.684442;-71.213312
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Embarazadas;41;10-366;-33.569779;-70.805151
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Enfermos cronicos de 11 a 64 años de edad;782;10-366;-33.569779;-70.805151
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Escolares de 1° a 5° año básico;261;10-366;-33.569779;-70.805151
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Niños y niñas de 6 meses a 5 años de edad;254;10-366;-33.569779;-70.805151
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);P. de salud: Privado;27;10-366;-33.569779;-70.805151
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);P. de salud: Público;134;10-366;-33.569779;-70.805151
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Personas mayores de 65 años y más;1320;10-366;-33.569779;-70.805151
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Población General;2876;10-366;-33.569779;-70.805151
Occidente;Padre Hurtado;10-366;Centro de Salud Familiar Juan Pablo II ( Padre Hurtado);Trabajadores de la educación  preescolar y escolar hasta 5° año básico;49;10-366;-33.569779;-70.805151
Occidente;Peñaflor;10-140;Hospital de Peñaflor;P. de salud: Público;291;10-140;-33.61001;-70.904125
Occidente;Peñaflor;10-140;Hospital de Peñaflor;Personas mayores de 65 años y más;9;10-140;-33.61001;-70.904125
Occidente;Peñaflor;10-140;Hospital de Peñaflor;Población General;299;10-140;-33.61001;-70.904125
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Embarazadas;65;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Enfermos cronicos de 11 a 64 años de edad;1087;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Escolares de 1° a 5° año básico;56;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Estrategia Capullo;7;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Niños y niñas de 6 meses a 5 años de edad;150;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Otras prioridades;1;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;P. de salud: Privado;7;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;P. de salud: Público;210;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Personas mayores de 65 años y más;2250;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Población General;3915;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Trabajadores de avícolas y de criaderos de cerdo;1;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-308;Centro de Salud Familiar Peñaflor;Trabajadores de la educación  preescolar y escolar hasta 5° año básico;36;10-308;-33.6088;-70.896258
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Embarazadas;49;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Enfermos cronicos de 11 a 64 años de edad;609;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Escolares de 1° a 5° año básico;49;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Niños y niñas de 6 meses a 5 años de edad;120;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Otras prioridades;30;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;P. de salud: Privado;7;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;P. de salud: Público;280;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Personas mayores de 65 años y más;851;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Población General;1960;10-369;-33.609978;-70.871635
Occidente;Peñaflor;10-369;Centro de Salud Familiar Dr. Fernando Monckeberg;Trabajadores de avícolas y de criaderos de cerdo;2;10-369;-33.609978;-70.871635
