Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio;Código Antiguo ;latitud;longitud
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;EPRO;1;Niños y niñas de 6 meses a 5 años de edad;Occidente;10-375;-33.749042;-70.903306
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;Única;308;Niños y niñas de 6 meses a 5 años de edad;Occidente;10-375;-33.749042;-70.903306
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;1° dosis;59;Niños y niñas de 6 meses a 5 años de edad;Occidente;10-425;-33.734795;-70.861701
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;Única;237;Niños y niñas de 6 meses a 5 años de edad;Occidente;10-425;-33.734795;-70.861701
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;1° dosis;152;Niños y niñas de 6 meses a 5 años de edad;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;2° dosis;4;Niños y niñas de 6 meses a 5 años de edad;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;Única;490;Niños y niñas de 6 meses a 5 años de edad;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;1° dosis;121;Niños y niñas de 6 meses a 5 años de edad;Sur;13-326;-33.538937;-70.66238
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;2° dosis;10;Niños y niñas de 6 meses a 5 años de edad;Sur;13-326;-33.538937;-70.66238
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;Única;481;Niños y niñas de 6 meses a 5 años de edad;Sur;13-326;-33.538937;-70.66238
La Florida;14-223;Clínica Vespucio;1° dosis;186;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-223;-33.519116;-70.596867
La Florida;14-223;Clínica Vespucio;2° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-223;-33.519116;-70.596867
La Florida;14-223;Clínica Vespucio;Única;267;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-223;-33.519116;-70.596867
La Florida;14-302;Centro de Salud Familiar Los Castaños;1° dosis;88;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-302;-33.511875;-70.577975
La Florida;14-302;Centro de Salud Familiar Los Castaños;Única;359;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-302;-33.511875;-70.577975
La Florida;14-303;Centro de Salud Familiar Bellavista;1° dosis;101;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-303;-33.518563;-70.602218
La Florida;14-303;Centro de Salud Familiar Bellavista;Única;290;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-303;-33.518563;-70.602218
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;1° dosis;116;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;2° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;EPRO;1;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;Única;530;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-305;Centro de Salud Familiar Los Quillayes;1° dosis;137;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-305;-33.560178;-70.60598
La Florida;14-305;Centro de Salud Familiar Los Quillayes;Única;710;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-305;-33.560178;-70.60598
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;1° dosis;34;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-316;-33.560204;-70.578515
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;Única;72;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-316;-33.560204;-70.578515
La Florida;14-324;Centro de Salud Familiar Santa Amalia;1° dosis;161;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-324;Centro de Salud Familiar Santa Amalia;Única;664;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-330;Centro de Salud Familiar Trinidad;1° dosis;118;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-330;-33.547211;-70.60862
La Florida;14-330;Centro de Salud Familiar Trinidad;Única;352;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-330;-33.547211;-70.60862
La Florida;14-331;Centro de Salud Familiar La Florida;1° dosis;124;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-331;Centro de Salud Familiar La Florida;2° dosis;1;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-331;Centro de Salud Familiar La Florida;Única;616;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-334;Centro de Salud Familiar José Alvo;1° dosis;75;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-334;Centro de Salud Familiar José Alvo;2° dosis;3;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-334;Centro de Salud Familiar José Alvo;Única;205;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-908;Clínica Bupa Santiago;1° dosis;103;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-908;-33.509903;-70.598229
La Florida;14-908;Clínica Bupa Santiago;Única;131;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-908;-33.509903;-70.598229
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;1° dosis;156;Niños y niñas de 6 meses a 5 años de edad;Suroriente;13-307;-33.519604;-70.623975
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;2° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Suroriente;13-307;-33.519604;-70.623975
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;Única;681;Niños y niñas de 6 meses a 5 años de edad;Suroriente;13-307;-33.519604;-70.623975
La Granja;14-306;Centro de Salud Familiar La Granja;1° dosis;189;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-306;Centro de Salud Familiar La Granja;2° dosis;1;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-306;Centro de Salud Familiar La Granja;Única;508;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;1° dosis;94;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;Única;417;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-325;Centro de Salud Familiar Granja Sur;1° dosis;249;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-325;-33.551822;-70.629548
La Granja;14-325;Centro de Salud Familiar Granja Sur;2° dosis;1;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-325;-33.551822;-70.629548
La Granja;14-325;Centro de Salud Familiar Granja Sur;Única;1972;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-325;-33.551822;-70.629548
La Pintana;14-308;Centro de Salud Familiar San Rafael;1° dosis;111;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-308;-33.579577;-70.639086
La Pintana;14-308;Centro de Salud Familiar San Rafael;Única;541;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-308;-33.579577;-70.639086
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;1° dosis;49;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-309;-33.576624;-70.64964
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;2° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-309;-33.576624;-70.64964
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;Única;235;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-309;-33.576624;-70.64964
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;1° dosis;125;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;2° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;Única;373;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;1° dosis;99;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;2° dosis;1;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;EPRO;22;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;Única;313;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;1° dosis;38;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-318;-33.585495;-70.636257
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;Única;225;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-318;-33.585495;-70.636257
La Pintana;14-319;Centro de Salud Familiar El Roble;1° dosis;53;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-319;Centro de Salud Familiar El Roble;Única;210;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;1° dosis;66;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-327;-33.595431;-70.621698
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;Única;320;Niños y niñas de 6 meses a 5 años de edad;Suroriente;14-327;-33.595431;-70.621698
La Reina;12-317;Centro de Salud Familiar Ossandon;1° dosis;113;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-317;-33.442855;-70.54447
La Reina;12-317;Centro de Salud Familiar Ossandon;Única;979;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-317;-33.442855;-70.54447
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);1° dosis;144;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-320;-33.456864;-70.532647
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);Única;423;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-320;-33.456864;-70.532647
La Reina;12-530;Hospital Militar de Santiago;1° dosis;52;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-530;-33.45281;-70.56351
La Reina;12-530;Hospital Militar de Santiago;Única;161;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-530;-33.45281;-70.56351
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;1° dosis;354;Niños y niñas de 6 meses a 5 años de edad;Norte;09-311;-33.285648;-70.876237
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;2° dosis;1;Niños y niñas de 6 meses a 5 años de edad;Norte;09-311;-33.285648;-70.876237
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;Única;703;Niños y niñas de 6 meses a 5 años de edad;Norte;09-311;-33.285648;-70.876237
Lampa;09-312;Centro de Salud Familiar Batuco;1° dosis;157;Niños y niñas de 6 meses a 5 años de edad;Norte;09-312;-33.241849;-70.81415
Lampa;09-312;Centro de Salud Familiar Batuco;2° dosis;1;Niños y niñas de 6 meses a 5 años de edad;Norte;09-312;-33.241849;-70.81415
Lampa;09-312;Centro de Salud Familiar Batuco;Única;684;Niños y niñas de 6 meses a 5 años de edad;Norte;09-312;-33.241849;-70.81415
Las Condes;12-204;Nueva Clínica Cordillera;1° dosis;24;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-204;-33.42206;-70.52727
Las Condes;12-204;Nueva Clínica Cordillera;Única;31;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-204;-33.42206;-70.52727
Las Condes;12-212;Clínica Las Condes;1° dosis;283;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-212;Clínica Las Condes;2° dosis;3;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-212;Clínica Las Condes;Única;835;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-238;Hospital FACH;1° dosis;27;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-238;Hospital FACH;Única;129;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;1° dosis;69;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;Única;149;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;1° dosis;12;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;Única;65;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-304;Centro de Salud Familiar Apoquindo;1° dosis;139;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-304;Centro de Salud Familiar Apoquindo;2° dosis;5;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-304;Centro de Salud Familiar Apoquindo;Única;1213;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;1° dosis;99;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;2° dosis;4;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;Única;363;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;1° dosis;181;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-950;-33.40656;-70.50017
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;2° dosis;3;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-950;-33.40656;-70.50017
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;Única;678;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-950;-33.40656;-70.50017
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;1° dosis;28;Niños y niñas de 6 meses a 5 años de edad;Oriente;201094;-33.404764;-70.570812
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;Única;47;Niños y niñas de 6 meses a 5 años de edad;Oriente;201094;-33.404764;-70.570812
Las Condes;201157;Centro Médico y Dental Arauco Salud;1° dosis;34;Niños y niñas de 6 meses a 5 años de edad;Oriente;201157;-33.402191;-70.578247
Las Condes;201157;Centro Médico y Dental Arauco Salud;Única;55;Niños y niñas de 6 meses a 5 años de edad;Oriente;201157;-33.402191;-70.578247
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;1° dosis;475;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;2° dosis;1;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;EPRO;1;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;Única;1983;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-307;-33.351854;-70.509989
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;1° dosis;34;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-522;-33.357673;-70.51444
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;2° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-522;-33.357673;-70.51444
Lo Barnechea;12-522;Centro Médico Clínica Santa María La Dehesa;Única;152;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-522;-33.357673;-70.51444
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);1° dosis;192;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-527;-33.355705;-70.526293
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);2° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-527;-33.355705;-70.526293
Lo Barnechea;12-527;Centro Médico Clínica Alemana (La Dehesa);Única;509;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-527;-33.355705;-70.526293
Lo Barnechea;12-906;Clínica MEDS La Dehesa;1° dosis;19;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-906;-33.36385;-70.5446
Lo Barnechea;12-906;Clínica MEDS La Dehesa;Única;51;Niños y niñas de 6 meses a 5 años de edad;Oriente;12-906;-33.36385;-70.5446
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;1° dosis;55;Niños y niñas de 6 meses a 5 años de edad;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;2° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-308;Centro de Salud Familiar Clara Estrella;Única;176;Niños y niñas de 6 meses a 5 años de edad;Sur;13-308;-33.514933;-70.676174
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;1° dosis;51;Niños y niñas de 6 meses a 5 años de edad;Sur;13-309;-33.522431;-70.69732
Lo Espejo;13-309;Centro de Salud Familiar Julio Acuña Pinzón;Única;156;Niños y niñas de 6 meses a 5 años de edad;Sur;13-309;-33.522431;-70.69732
