Servicio;Comuna;Criterio_elegibilidad;N° de vacunados;Población objetivo;Avance vacunación;Desagregación;CODIGO_DEIS;Establecimiento;Dosis
SEREMI Metropolitana de Santiago;Providencia;Personas mayores de 65 años y más;298;;;Establecimientos de salud;12-249;Clínica Santa María;Única
SEREMI Metropolitana de Santiago;Providencia;Personas mayores de 65 años y más;185;;;Establecimientos de salud;12-922;Vacunatorio Mediclown;Única
SEREMI Metropolitana de Santiago;Providencia;Personas mayores de 65 años y más;15;;;Establecimientos de salud;12-943;Vacunatorio RENVAC;Única
SEREMI Metropolitana de Santiago;Providencia;Personas mayores de 65 años y más;31;;;Establecimientos de salud;12-944;Vacunatorio Internacional Immunitas SpA;Única
SEREMI Metropolitana de Santiago;Providencia;Personas mayores de 65 años y más;156;;;Establecimientos de salud;12-945;Vacunatorio Clínica El Bosque;Única
SEREMI Metropolitana de Santiago;Providencia;Personas mayores de 65 años y más;14;;;Establecimientos de salud;12-998;Centro Médico HTS SpA;Única
SEREMI Metropolitana de Santiago;Providencia;Personas mayores de 65 años y más;31;;;Establecimientos de salud;200919;VACUMED;Única
SEREMI Metropolitana de Santiago;Providencia;Personas mayores de 65 años y más;194;;;Establecimientos de salud;201156;VAXPROSALUD;Única
SEREMI Metropolitana de Santiago;Pudahuel;Personas mayores de 65 años y más;18;;;Establecimientos de salud;201146;Centro Medico y Dental Del Valle;Única
SEREMI Metropolitana de Santiago;Recoleta;Personas mayores de 65 años y más;114;;;Establecimientos de salud;09-201;Clínica Dávila;Única
SEREMI Metropolitana de Santiago;Santiago;Personas mayores de 65 años y más;106;;;Establecimientos de salud;11-200;Hospital Clínico Red de Salud UC CHRISTUS;Única
SEREMI Metropolitana de Santiago;Santiago;Personas mayores de 65 años y más;13;;;Establecimientos de salud;11-205;Hospital Clínico Instituto de Seguridad del Trabajo de Santiago;Única
SEREMI Metropolitana de Santiago;Santiago;Personas mayores de 65 años y más;111;;;Establecimientos de salud;11-267;Centro Médico Vida Integra Alameda;Única
SEREMI Metropolitana de Santiago;Santiago;Personas mayores de 65 años y más;76;;;Establecimientos de salud;11-284;Centro Médico y Dental Megasalud Alameda;Única
SEREMI Metropolitana de Santiago;Santiago;Personas mayores de 65 años y más;223;;;Establecimientos de salud;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;Única
SEREMI Metropolitana de Santiago;Santiago;Personas mayores de 65 años y más;446;;;Establecimientos de salud;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;Única
SEREMI Metropolitana de Santiago;Vitacura;Personas mayores de 65 años y más;876;;;Establecimientos de salud;12-200;Clínica Alemana;Única
SEREMI Metropolitana de Santiago;Vitacura;Personas mayores de 65 años y más;320;;;Establecimientos de salud;12-201;Clínica Tabancura;Única
SEREMI Metropolitana de Santiago;Vitacura;Personas mayores de 65 años y más;40;;;Establecimientos de salud;12-274;Procedimientos Clínicos Alto Tabancura;Única
SEREMI Metropolitana de Santiago;Vitacura;Personas mayores de 65 años y más;18;;;Establecimientos de salud;201092;Vacunatorio Medicien_Vitacura;Única
SEREMI Metropolitana de Santiago;Ñuñoa;Personas mayores de 65 años y más;916;;;Establecimientos de salud;12-240;Hospital Carabineros;Única
SEREMI Metropolitana de Santiago;Ñuñoa;Personas mayores de 65 años y más;1;;;Establecimientos de salud;12-911;Vacunatorio Pharmavisan;Única
SEREMI Metropolitana de Santiago;Ñuñoa;Personas mayores de 65 años y más;67;;;Establecimientos de salud;12-942;Vacunatorio Varik;Única
SEREMI Metropolitana de Santiago;Ñuñoa;Personas mayores de 65 años y más;49;;;Establecimientos de salud;201093;Vacunatorio Medicien_Ñuñoa;Única
Central;Cerrillos;Niños y niñas de 6 meses a 5 años de edad;67;;;Establecimientos de salud;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;1° dosis
Central;Cerrillos;Niños y niñas de 6 meses a 5 años de edad;218;;;Establecimientos de salud;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;Única
Central;Cerrillos;Niños y niñas de 6 meses a 5 años de edad;51;;;Establecimientos de salud;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;1° dosis
Central;Cerrillos;Niños y niñas de 6 meses a 5 años de edad;154;;;Establecimientos de salud;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;Única
Central;Estación Central;Niños y niñas de 6 meses a 5 años de edad;50;;;Establecimientos de salud;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;1° dosis
Central;Estación Central;Niños y niñas de 6 meses a 5 años de edad;1;;;Establecimientos de salud;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;2° dosis
Central;Estación Central;Niños y niñas de 6 meses a 5 años de edad;47;;;Establecimientos de salud;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;Única
Central;Estación Central;Niños y niñas de 6 meses a 5 años de edad;42;;;Establecimientos de salud;11-306;Centro de Salud Familiar San José de Chuchunco;1° dosis
Central;Estación Central;Niños y niñas de 6 meses a 5 años de edad;83;;;Establecimientos de salud;11-306;Centro de Salud Familiar San José de Chuchunco;Única
Central;Estación Central;Niños y niñas de 6 meses a 5 años de edad;122;;;Establecimientos de salud;11-310;Centro de Salud Familiar Las Mercedes;1° dosis
Central;Estación Central;Niños y niñas de 6 meses a 5 años de edad;2;;;Establecimientos de salud;11-310;Centro de Salud Familiar Las Mercedes;2° dosis
Central;Estación Central;Niños y niñas de 6 meses a 5 años de edad;264;;;Establecimientos de salud;11-310;Centro de Salud Familiar Las Mercedes;Única
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;94;;;Establecimientos de salud;11-304;Centro de Salud Familiar Maipú;1° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;1;;;Establecimientos de salud;11-304;Centro de Salud Familiar Maipú;2° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;188;;;Establecimientos de salud;11-304;Centro de Salud Familiar Maipú;Única
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;57;;;Establecimientos de salud;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;1° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;259;;;Establecimientos de salud;11-308;Centro de Salud Familiar Dr. José Eduardo Ahués Salame;Única
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;68;;;Establecimientos de salud;11-309;Centro de Salud Familiar Dra. Ana María Juricic;1° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;151;;;Establecimientos de salud;11-309;Centro de Salud Familiar Dra. Ana María Juricic;Única
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;36;;;Establecimientos de salud;11-378;Centro de Salud Familiar Dr. Iván Insunza;1° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;171;;;Establecimientos de salud;11-378;Centro de Salud Familiar Dr. Iván Insunza;Única
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;73;;;Establecimientos de salud;11-379;Centro de Salud Familiar Clotario Blest;1° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;363;;;Establecimientos de salud;11-379;Centro de Salud Familiar Clotario Blest;Única
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;75;;;Establecimientos de salud;11-380;Centro de Salud Familiar Dr. Carlos Godoy;1° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;223;;;Establecimientos de salud;11-380;Centro de Salud Familiar Dr. Carlos Godoy;Única
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;69;;;Establecimientos de salud;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;1° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;279;;;Establecimientos de salud;11-382;Centro de Salud Familiar Presidenta Michelle Bachelet;Única
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;59;;;Establecimientos de salud;11-383;Centro de Salud Familiar Dr. Luis Ferrada;1° dosis
Central;Maipú;Niños y niñas de 6 meses a 5 años de edad;143;;;Establecimientos de salud;11-383;Centro de Salud Familiar Dr. Luis Ferrada;Única
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;6;;;Establecimientos de salud;11-100;Hospital Clínico San Borja Arriarán;1° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;33;;;Establecimientos de salud;11-100;Hospital Clínico San Borja Arriarán;Única
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;181;;;Establecimientos de salud;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;1° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;1;;;Establecimientos de salud;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;2° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;449;;;Establecimientos de salud;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;44;;;Establecimientos de salud;11-301;Centro de Salud Familiar Nº 5;1° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;117;;;Establecimientos de salud;11-301;Centro de Salud Familiar Nº 5;Única
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;50;;;Establecimientos de salud;11-370;Centro de Salud Familiar Padre Orellana;1° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;108;;;Establecimientos de salud;11-370;Centro de Salud Familiar Padre Orellana;Única
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;22;;;Establecimientos de salud;11-372;Centro de Salud Familiar Arauco;1° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;59;;;Establecimientos de salud;11-372;Centro de Salud Familiar Arauco;Única
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;66;;;Establecimientos de salud;11-376;Centro de Salud Familiar Matta Sur;1° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;1;;;Establecimientos de salud;11-376;Centro de Salud Familiar Matta Sur;2° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;160;;;Establecimientos de salud;11-376;Centro de Salud Familiar Matta Sur;Única
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;116;;;Establecimientos de salud;11-381;Centro de Salud Familiar Ignacio Domeyko;1° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;1;;;Establecimientos de salud;11-381;Centro de Salud Familiar Ignacio Domeyko;2° dosis
Central;Santiago;Niños y niñas de 6 meses a 5 años de edad;266;;;Establecimientos de salud;11-381;Centro de Salud Familiar Ignacio Domeyko;Única
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;454;;;Establecimientos de salud;09-310;Centro de Salud Familiar Colina;1° dosis
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;1589;;;Establecimientos de salud;09-310;Centro de Salud Familiar Colina;Única
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;82;;;Establecimientos de salud;09-316;Centro de Salud Familiar Esmeralda;1° dosis
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;79;;;Establecimientos de salud;09-316;Centro de Salud Familiar Esmeralda;Única
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;4;;;Establecimientos de salud;09-417;Posta de Salud Rural Los Ingleses;1° dosis
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;19;;;Establecimientos de salud;09-417;Posta de Salud Rural Los Ingleses;Única
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;6;;;Establecimientos de salud;09-418;Posta de Salud Rural Las Canteras;Única
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;4;;;Establecimientos de salud;09-419;Posta de Salud Rural Santa Marta de Liray;1° dosis
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;16;;;Establecimientos de salud;09-419;Posta de Salud Rural Santa Marta de Liray;Única
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;1;;;Establecimientos de salud;09-420;Posta de Salud Rural Chacabuco (Colina);1° dosis
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;4;;;Establecimientos de salud;09-420;Posta de Salud Rural Chacabuco (Colina);Única
Norte;Colina;Niños y niñas de 6 meses a 5 años de edad;3;;;Establecimientos de salud;09-716;Centro Comunitario de Salud Familiar Esmeralda;Única
Norte;Conchalí;Niños y niñas de 6 meses a 5 años de edad;71;;;Establecimientos de salud;09-302;Centro de Salud Familiar Lucas Sierra;1° dosis
Norte;Conchalí;Niños y niñas de 6 meses a 5 años de edad;201;;;Establecimientos de salud;09-302;Centro de Salud Familiar Lucas Sierra;Única
Norte;Conchalí;Niños y niñas de 6 meses a 5 años de edad;28;;;Establecimientos de salud;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;1° dosis
Norte;Conchalí;Niños y niñas de 6 meses a 5 años de edad;48;;;Establecimientos de salud;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;Única
Norte;Conchalí;Niños y niñas de 6 meses a 5 años de edad;32;;;Establecimientos de salud;09-309;Centro de Salud Familiar José Symon Ojeda;1° dosis
Norte;Conchalí;Niños y niñas de 6 meses a 5 años de edad;66;;;Establecimientos de salud;09-309;Centro de Salud Familiar José Symon Ojeda;Única
Norte;Conchalí;Niños y niñas de 6 meses a 5 años de edad;38;;;Establecimientos de salud;09-314;Centro de Salud Familiar Juanita Aguirre;1° dosis
Norte;Conchalí;Niños y niñas de 6 meses a 5 años de edad;62;;;Establecimientos de salud;09-314;Centro de Salud Familiar Juanita Aguirre;Única
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;54;;;Establecimientos de salud;09-305;Centro de Salud Familiar La Pincoya;1° dosis
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;97;;;Establecimientos de salud;09-305;Centro de Salud Familiar La Pincoya;Única
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;121;;;Establecimientos de salud;09-317;Centro de Salud Familiar El Barrero;1° dosis
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;381;;;Establecimientos de salud;09-317;Centro de Salud Familiar El Barrero;Única
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;102;;;Establecimientos de salud;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;1° dosis
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;194;;;Establecimientos de salud;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;Única
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;19;;;Establecimientos de salud;09-718;Centro Comunitario de Salud Familiar Los Libertadores;1° dosis
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;68;;;Establecimientos de salud;09-718;Centro Comunitario de Salud Familiar Los Libertadores;Única
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;88;;;Establecimientos de salud;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;1° dosis
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;1;;;Establecimientos de salud;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;2° dosis
Norte;Huechuraba;Niños y niñas de 6 meses a 5 años de edad;321;;;Establecimientos de salud;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;Única
