Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Servicio
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;EPRO;1;Personas mayores de 65 años y más;Oriente
Providencia;12-302;Centro de Salud Familiar Dr. Alfonso Leng;Única;2908;Personas mayores de 65 años y más;Oriente
Providencia;12-303;Centro de Salud Familiar Aguilucho;Única;3689;Personas mayores de 65 años y más;Oriente
Providencia;12-922;Vacunatorio Mediclown;Única;290;Personas mayores de 65 años y más;Oriente
Providencia;12-943;Vacunatorio RENVAC;Única;26;Personas mayores de 65 años y más;Oriente
Providencia;12-944;Vacunatorio Internacional Immunitas SpA;Única;43;Personas mayores de 65 años y más;Oriente
Providencia;12-945;Vacunatorio Clínica El Bosque;EPRO;1;Personas mayores de 65 años y más;Oriente
Providencia;12-945;Vacunatorio Clínica El Bosque;Única;198;Personas mayores de 65 años y más;Oriente
Providencia;12-998;Centro Médico HTS SpA;Única;32;Personas mayores de 65 años y más;Oriente
Providencia;14-104;Hospital Metropolitano ( ex Militar );Única;8;Personas mayores de 65 años y más;Oriente
Providencia;200919;VACUMED;Única;56;Personas mayores de 65 años y más;Oriente
Providencia;201156;VAXPROSALUD;Única;270;Personas mayores de 65 años y más;Oriente
Pudahuel;10-300;Centro de Referencia de Salud Salvador Allende;Única;13;Personas mayores de 65 años y más;Occidente
Pudahuel;10-350;Centro de Salud Familiar Pudahuel Estrella;Única;2268;Personas mayores de 65 años y más;Occidente
Pudahuel;10-351;Centro de Salud Familiar Pudahuel Poniente;Única;1443;Personas mayores de 65 años y más;Occidente
Pudahuel;10-352;Centro de Salud Familiar Dr. Gustavo Molina;Única;1398;Personas mayores de 65 años y más;Occidente
Pudahuel;10-353;Centro de Salud Familiar Cardenal Raúl Silva Henríquez;Única;1111;Personas mayores de 65 años y más;Occidente
Pudahuel;10-354;Centro de Salud Familiar Violeta Parra;Única;2899;Personas mayores de 65 años y más;Occidente
Pudahuel;201146;Centro Medico y Dental Del Valle;Única;25;Personas mayores de 65 años y más;Occidente
Puente Alto;14-101;Complejo Hospitalario Dr. Sótero del Río (Santiago, Puente Alto);Única;98;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;EPRO;1;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-301;Centro de Salud Familiar Dr. Alejandro del Río;Única;2969;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;EPRO;1;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-312;Centro de Salud Familiar San Gerónimo;Única;1348;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-313;Centro de Salud Familiar Vista Hermosa;Única;455;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-320;Centro de Salud Familiar Bernardo Leighton;EPRO;1;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-320;Centro de Salud Familiar Bernardo Leighton;Única;1686;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-321;Centro de Salud Familiar Cardenal Silva Henríquez;Única;533;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-322;Centro de Salud Familiar Padre Manuel Villaseca;Única;2212;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-323;Centro de Salud Familiar Madre Teresa de Calcuta Red de Salud UC CHRISTUS;Única;538;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-326;Centro de Salud Familiar Karol Wojtyla;Única;656;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-329;Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS;Única;426;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-332;Centro de Salud Familiar Laurita Vicuña;Única;6036;Personas mayores de 65 años y más;Suroriente
Puente Alto;14-902;Centro de Referencia de Salud Hospital Provincia Cordillera;Única;1;Personas mayores de 65 años y más;Suroriente
Quilicura;09-313;Centro de Salud Familiar Irene Frei de Cid;Única;865;Personas mayores de 65 años y más;Norte
Quilicura;09-315;Centro de Salud Familiar Manuel Bustos Huerta;Única;1304;Personas mayores de 65 años y más;Norte
Quilicura;09-324;Centro de Salud Familiar Presidente Salvador Allende Gossens;Única;1072;Personas mayores de 65 años y más;Norte
Quilicura;201091;CESFAM Marta Ugarte Román;EPRO;1;Personas mayores de 65 años y más;Norte
Quilicura;201091;CESFAM Marta Ugarte Román;Única;1977;Personas mayores de 65 años y más;Norte
Quinta Normal;10-120;Hospital Dr. Félix Bulnes Cerda (Santiago, Quinta Normal);Única;51;Personas mayores de 65 años y más;Occidente
Quinta Normal;10-310;Centro de Salud Familiar Andes;Única;1458;Personas mayores de 65 años y más;Occidente
Quinta Normal;10-320;Centro de Salud Familiar Lo Franco;Única;1938;Personas mayores de 65 años y más;Occidente
Quinta Normal;10-325;Centro de Salud Familiar Garín;Única;1476;Personas mayores de 65 años y más;Occidente
Recoleta;09-201;Clínica Dávila;Única;174;Personas mayores de 65 años y más;Norte
Recoleta;09-301;Centro de Salud Familiar Recoleta;Única;1627;Personas mayores de 65 años y más;Norte
Recoleta;09-303;Centro de Salud Familiar Quinta Bella;Única;1095;Personas mayores de 65 años y más;Norte
Recoleta;09-304;Centro de Salud Familiar Valdivieso;Única;719;Personas mayores de 65 años y más;Norte
Recoleta;09-307;Centro de Salud Familiar Dr. Juan Petrinovic (Ex Scroggie);Única;1030;Personas mayores de 65 años y más;Norte
Recoleta;09-390;Centro de Salud Familiar Cristo Vive (ONG);Única;2042;Personas mayores de 65 años y más;Norte
Renca;10-360;Centro de Salud Familiar Renca;Única;2134;Personas mayores de 65 años y más;Occidente
Renca;10-361;Centro de Salud Familiar Bicentenario;Única;693;Personas mayores de 65 años y más;Occidente
Renca;10-362;Centro de Salud Familiar Dr. Hernán Urzúa Merino;Única;908;Personas mayores de 65 años y más;Occidente
Renca;10-364;Centro de Salud Familiar Huamachuco;EPRO;1;Personas mayores de 65 años y más;Occidente
Renca;10-364;Centro de Salud Familiar Huamachuco;Única;800;Personas mayores de 65 años y más;Occidente
San Bernardo;13-180;Hospital El Pino (Santiago, San Bernardo);Única;28;Personas mayores de 65 años y más;Sur
San Bernardo;13-190;Hospital Parroquial de San Bernardo (D);Única;30;Personas mayores de 65 años y más;Sur
San Bernardo;13-313;Centro de Salud Familiar Raúl Cuevas (Ex-San Bernardo);Única;2082;Personas mayores de 65 años y más;Sur
San Bernardo;13-315;Centro de Salud Familiar Confraternidad;Única;678;Personas mayores de 65 años y más;Sur
San Bernardo;13-316;Centro de Salud Familiar Carol Urzúa;Única;1130;Personas mayores de 65 años y más;Sur
San Bernardo;13-328;Centro de Salud Familiar Padre Joan Alsina;Única;1079;Personas mayores de 65 años y más;Sur
San Bernardo;13-330;Centro de Salud Familiar Raúl Brañes F.;Única;706;Personas mayores de 65 años y más;Sur
San Bernardo;13-332;Centro de Salud Familiar Juan Pablo II ( San Bernardo);Única;1179;Personas mayores de 65 años y más;Sur
San Bernardo;13-394;Centro de Salud Familiar El Manzano;Única;346;Personas mayores de 65 años y más;Sur
San Bernardo;13-716;Centro Comunitario de Salud Familiar Rapa Nui;Única;5;Personas mayores de 65 años y más;Sur
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;EPRO;1;Personas mayores de 65 años y más;Sur
San Joaquín;13-301;Centro de Salud Familiar San Joaquín;Única;1737;Personas mayores de 65 años y más;Sur
San Joaquín;13-305;Centro de Salud Familiar Arturo Baeza Goñi;Única;685;Personas mayores de 65 años y más;Sur
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;EPRO;1;Personas mayores de 65 años y más;Sur
San Joaquín;13-322;Centro de Salud Familiar Santa Teresa de Los Andes;Única;2236;Personas mayores de 65 años y más;Sur
San José de Maipo;14-102;Hospital San José de Maipo;Única;573;Personas mayores de 65 años y más;Suroriente
San José de Maipo;14-407;Posta de Salud Rural Las Vertientes;Única;276;Personas mayores de 65 años y más;Suroriente
San Miguel;13-100;Hospital Barros Luco Trudeau (Santiago, San Miguel);Única;81;Personas mayores de 65 años y más;Sur
San Miguel;13-130;Hospital Dr. Exequiel González Cortés (Santiago, San Miguel);Única;51;Personas mayores de 65 años y más;Sur
San Miguel;13-160;Hospital de Enfermedades Infecciosas Dr. Lucio Córdova (Santiago, San Miguel);Única;10;Personas mayores de 65 años y más;Sur
San Miguel;13-300;Centro de Salud Familiar Barros Luco;Única;2922;Personas mayores de 65 años y más;Sur
San Miguel;13-302;Centro de Salud Familiar Recreo;Única;3121;Personas mayores de 65 años y más;Sur
San Pedro;10-387;Centro de Salud Familiar San Pedro;Única;483;Personas mayores de 65 años y más;Occidente
San Ramón;14-103;Hospital Padre Alberto Hurtado (San Ramón);Única;39;Personas mayores de 65 años y más;Suroriente
San Ramón;14-307;Centro de Salud Familiar La Bandera;Única;999;Personas mayores de 65 años y más;Suroriente
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);EPRO;1;Personas mayores de 65 años y más;Suroriente
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);Única;1710;Personas mayores de 65 años y más;Suroriente
San Ramón;14-328;Centro de Salud Familiar Poetisa Gabriela Mistral;Única;967;Personas mayores de 65 años y más;Suroriente
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);Única;447;Personas mayores de 65 años y más;Central
Santiago;11-100;Hospital Clínico San Borja Arriarán;Única;621;Personas mayores de 65 años y más;Central
Santiago;11-195;Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río;EPRO;1;Personas mayores de 65 años y más;Central
Santiago;11-195;Hospital de Urgencia Asistencia Pública Dr. Alejandro del Río;Única;45;Personas mayores de 65 años y más;Central
Santiago;11-200;Hospital Clínico Red de Salud UC CHRISTUS;Única;107;Personas mayores de 65 años y más;Central
Santiago;11-205;Hospital Clínico Instituto de Seguridad del Trabajo de Santiago;Única;14;Personas mayores de 65 años y más;Central
Santiago;11-267;Centro Médico Vida Integra Alameda;Única;140;Personas mayores de 65 años y más;Central
Santiago;11-284;Centro Médico y Dental Megasalud Alameda;Única;92;Personas mayores de 65 años y más;Central
Santiago;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;Única;291;Personas mayores de 65 años y más;Central
Santiago;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;Única;602;Personas mayores de 65 años y más;Central
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;EPRO;2;Personas mayores de 65 años y más;Central
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;Única;1423;Personas mayores de 65 años y más;Central
Santiago;11-301;Centro de Salud Familiar Nº 5;Única;1237;Personas mayores de 65 años y más;Central
Santiago;11-370;Centro de Salud Familiar Padre Orellana;Única;1789;Personas mayores de 65 años y más;Central
Santiago;11-372;Centro de Salud Familiar Arauco;Única;890;Personas mayores de 65 años y más;Central
Santiago;11-376;Centro de Salud Familiar Matta Sur;Única;1306;Personas mayores de 65 años y más;Central
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;Única;4118;Personas mayores de 65 años y más;Central
Talagante;10-130;Hospital Adalberto Steeger (Talagante);Única;10;Personas mayores de 65 años y más;Occidente
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;EPRO;1;Personas mayores de 65 años y más;Occidente
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;Única;2679;Personas mayores de 65 años y más;Occidente
Tiltil;09-104;Hospital de Til Til;EPRO;1;Personas mayores de 65 años y más;Norte
Tiltil;09-104;Hospital de Til Til;Única;387;Personas mayores de 65 años y más;Norte
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;Única;520;Personas mayores de 65 años y más;Norte
Tiltil;09-410;Posta de Salud Rural La Capilla de Caleu;Única;10;Personas mayores de 65 años y más;Norte
Tiltil;09-412;Posta de Salud Rural Montenegro;Única;36;Personas mayores de 65 años y más;Norte
Tiltil;09-413;Posta de Salud Rural Rungue;Única;13;Personas mayores de 65 años y más;Norte
Tiltil;09-414;Posta de Salud Rural Polpaico;Única;58;Personas mayores de 65 años y más;Norte
Vitacura;12-200;Clínica Alemana;Única;1294;Personas mayores de 65 años y más;Oriente
Vitacura;12-201;Clínica Tabancura;Única;429;Personas mayores de 65 años y más;Oriente
Vitacura;12-274;Procedimientos Clínicos Alto Tabancura;Única;50;Personas mayores de 65 años y más;Oriente
Vitacura;12-309;Centro de Salud Familiar Vitacura;Única;4583;Personas mayores de 65 años y más;Oriente
Vitacura;201092;Vacunatorio Medicien_Vitacura;Única;27;Personas mayores de 65 años y más;Oriente
Ñuñoa;12-240;Hospital Carabineros;Única;1131;Personas mayores de 65 años y más;Oriente
Ñuñoa;12-310;Centro de Salud Familiar Rosita Renard;Única;380;Personas mayores de 65 años y más;Oriente
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;EPRO;1;Personas mayores de 65 años y más;Oriente
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;Única;6586;Personas mayores de 65 años y más;Oriente
Ñuñoa;12-911;Vacunatorio Pharmavisan;Única;1;Personas mayores de 65 años y más;Oriente
Ñuñoa;12-942;Vacunatorio Varik;Única;98;Personas mayores de 65 años y más;Oriente
Ñuñoa;201047;VACUNATORIO FASTFARMACHILE;Única;1;Personas mayores de 65 años y más;Oriente
Ñuñoa;201093;Vacunatorio Medicien_Ñuñoa;Única;70;Personas mayores de 65 años y más;Oriente
Alhué;10-393;Centro de Salud Familiar Villa Alhué;1° dosis;35;Niños y niñas de 6 meses a 5 años de edad;Occidente
Alhué;10-393;Centro de Salud Familiar Villa Alhué;Única;106;Niños y niñas de 6 meses a 5 años de edad;Occidente
Buin;13-320;Centro de Salud Familiar Maipo;1° dosis;35;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-320;Centro de Salud Familiar Maipo;Única;162;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-333;Centro de Salud Familiar Alto Jahuel;1° dosis;33;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-333;Centro de Salud Familiar Alto Jahuel;Única;56;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;1° dosis;124;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;Única;494;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;1° dosis;15;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-402;Centro Comunitario de Salud Familiar Dr. Ramón Galindo;Única;71;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-404;Posta de Salud Rural Valdivia de Paine;1° dosis;12;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-404;Posta de Salud Rural Valdivia de Paine;Única;30;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-405;Posta de Salud Rural Viluco;1° dosis;9;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-405;Posta de Salud Rural Viluco;Única;30;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-406;Posta de Salud Rural El Recurso;1° dosis;2;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-406;Posta de Salud Rural El Recurso;Única;11;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-407;Posta de Salud Rural Los Morros;1° dosis;7;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-407;Posta de Salud Rural Los Morros;Única;33;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-790;Centro Comunitario de Salud Familiar Dr. Héctor García;1° dosis;22;Niños y niñas de 6 meses a 5 años de edad;Sur
Buin;13-790;Centro Comunitario de Salud Familiar Dr. Héctor García;Única;39;Niños y niñas de 6 meses a 5 años de edad;Sur
