Comuna;CODIGO_DEIS;Establecimiento;Dosis;N° de vacunados;Criterio_elegibilidad;Vacuna;Servicio;Código Antiguo ;latitud;longitud
San Pedro;10-387;Centro de Salud Familiar San Pedro;1ra dosis;25;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-387;-33.895313;-71.454412
San Ramón;14-103;Hospital Padre Alberto Hurtado (San Ramón);1ra dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-103;-33.5525;-70.635024
San Ramón;14-307;Centro de Salud Familiar La Bandera;1ra dosis;47;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-307;-33.545428;-70.644824
San Ramón;14-314;Centro de Salud Familiar Dr. Salvador Allende (Ex Consultorio San Ramón);1ra dosis;60;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-314;-33.537986;-70.640552
San Ramón;14-328;Centro de Salud Familiar Poetisa Gabriela Mistral;1ra dosis;41;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-328;-33.551606;-70.640729
Santiago;10-100;Hospital San Juan de Dios (Santiago, Santiago);1ra dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Central;10-100;-33.442394;-70.679188
Santiago;11-100;Hospital Clínico San Borja Arriarán;1ra dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-100;-33.460498;-70.64232
Santiago;11-267;Centro Médico Vida Integra Alameda;1ra dosis;8;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-267;-33.446412;-70.658798
Santiago;11-284;Centro Médico y Dental Megasalud Alameda;1ra dosis;16;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-284;-33.444915;-70.657657
Santiago;11-291;Centro Médico y Dental Fundación Asistencial Trabajadores Del Banco del Estado de Chile;1ra dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-291;-33.442973;-70.655523
Santiago;11-292;Vacunatorio Marcoleta de la Pontificia Universidad Católica de Chile;1ra dosis;102;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-292;-33.442163;-70.640257
Santiago;11-300;Centro de Salud Familiar N° 1 Dr. Ramón Corbalán Melgarejo;1ra dosis;167;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-300;-33.455442;-70.652731
Santiago;11-301;Centro de Salud Familiar Nº 5;1ra dosis;47;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-301;-33.45118;-70.673769
Santiago;11-370;Centro de Salud Familiar Padre Orellana;1ra dosis;74;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-370;-33.466621;-70.629593
Santiago;11-372;Centro de Salud Familiar Arauco;1ra dosis;30;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-372;-33.46803;-70.670454
Santiago;11-376;Centro de Salud Familiar Matta Sur;1ra dosis;78;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-376;-33.461578;-70.655451
Santiago;11-381;Centro de Salud Familiar Ignacio Domeyko;1ra dosis;150;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-381;-33.438921;-70.672467
Talagante;10-390;Centro de Salud Familiar Dr. Alberto Allende Jones;1ra dosis;145;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-390;-33.669665;-70.937614
Tiltil;09-104;Hospital de Til Til;1ra dosis;15;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-104;-33.086793;-70.924522
Tiltil;09-320;Centro de Salud Familiar Huertos Familiares;1ra dosis;10;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-320;-33.135821;-70.799456
Tiltil;09-410;Posta de Salud Rural La Capilla de Caleu;1ra dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-410;-33.002937;-70.995072
Tiltil;09-413;Posta de Salud Rural Rungue;1ra dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-413;-33.008385;-70.892433
Tiltil;09-414;Posta de Salud Rural Polpaico;1ra dosis;3;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-414;-33.167398;-70.887052
Vitacura;12-200;Clínica Alemana;1ra dosis;410;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-200;-33.391276;-70.572983
Vitacura;12-201;Clínica Tabancura;1ra dosis;69;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-201;-33.38216;-70.53534
Vitacura;12-274;Procedimientos Clínicos Alto Tabancura;1ra dosis;45;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-274;-33.380903;-70.536344
Vitacura;12-309;Centro de Salud Familiar Vitacura;1ra dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-309;-33.38985;-70.555009
Vitacura;201092;Vacunatorio Medicien_Vitacura;1ra dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;201092;-33.371854;-70.518529
Ñuñoa;12-240;Hospital Carabineros;1ra dosis;61;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-240;-33.450658;-70.608463
Ñuñoa;12-310;Centro de Salud Familiar Rosita Renard;1ra dosis;62;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-310;-33.469243;-70.602904
Ñuñoa;12-311;Centro de Salud Familiar Salvador Bustos;1ra dosis;49;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-311;-33.465998;-70.587774
Ñuñoa;12-942;Vacunatorio Varik;1ra dosis;126;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-942;-33.45454;-70.606179
Ñuñoa;201093;Vacunatorio Medicien_Ñuñoa;1ra dosis;21;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;201093;-33.455441;-70.595222
Alhué;10-393;Centro de Salud Familiar Villa Alhué;2da dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-393;-34.032484;-71.100076
Buin;13-320;Centro de Salud Familiar Maipo;2da dosis;3;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-320;-33.734885;-70.784598
Buin;13-333;Centro de Salud Familiar Alto Jahuel;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-333;-33.735249;-70.684161
Buin;13-390;Centro de Salud Familiar Dr. Héctor García;2da dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-390;-33.737754;-70.741333
Buin;13-404;Posta de Salud Rural Valdivia de Paine;2da dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-404;-33.811928;-70.86063
Buin;13-405;Posta de Salud Rural Viluco;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-405;-33.782229;-70.791771
Buin;13-406;Posta de Salud Rural El Recurso;2da dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-406;-33.690787;-70.701729
Buin;201098;Centro Medico KINEROD;2da dosis;5;Vacunación Programática;SRP (trivirica) Monodosis;Sur;201098;-33.73418;-70.744272
Buin;201162;KUME FELEN SPA;2da dosis;4;Vacunación Programática;SRP (trivirica) Monodosis;Sur;201162;-33.730461;-70.741187
Calera de Tango;13-321;Centro de Salud Familiar Calera de Tango;2da dosis;5;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-321;-33.636009;-70.811012
Calera de Tango;13-334;Centro de Salud Familiar Los Bajos de San Agustín;2da dosis;3;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-334;-33.625946;-70.782415
Cerrillos;11-305;Centro de Salud Familiar Dr. Norman Voulliéme;2da dosis;10;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-305;-33.49331;-70.719201
Cerrillos;11-307;Centro de Salud Familiar Enfermera Sofía Pincheira;2da dosis;9;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-307;-33.501479;-70.733545
Cerro Navia;10-330;Centro de Salud Familiar Dr. Adalberto Steeger;2da dosis;19;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-330;-33.417518;-70.741198
Cerro Navia;10-331;Centro de Salud Familiar Lo Amor;2da dosis;7;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-331;-33.417581;-70.717399
Cerro Navia;10-335;Centro de Salud Familiar Cerro Navia;2da dosis;10;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-335;-33.419555;-70.750834
Cerro Navia;10-355;Centro de Salud Familiar Dr. Arturo Albertz;2da dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-355;-33.433502;-70.731655
Colina;09-310;Centro de Salud Familiar Colina;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-310;-33.205979;-70.670553
Colina;09-905;Centro Médico Clínica Alemana de Chicureo;2da dosis;29;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-905;-33.286284;-70.651801
Colina;09-927;Centro Médico Clinica Las Condes de Chicureo (Servicios de Salud Integrados S.A.);2da dosis;10;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-927;-33.283002;-70.651101
Colina;201087;VACUNATORIO CHICUREO SpA;2da dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Norte;201087;-33.278421;-70.706218
Conchalí;09-302;Centro de Salud Familiar Lucas Sierra;2da dosis;3;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-302;-33.388856;-70.671249
Conchalí;09-308;Centro de Salud Familiar Alberto Bachelet Martínez;2da dosis;5;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-308;-33.394414;-70.658337
Conchalí;09-309;Centro de Salud Familiar José Symon Ojeda;2da dosis;24;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-309;-33.378315;-70.692373
Conchalí;09-314;Centro de Salud Familiar Juanita Aguirre;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-314;-33.370386;-70.683005
Curacaví;10-160;Hospital de Curacaví;2da dosis;32;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-160;-33.4095;-71.145664
El Bosque;13-312;Centro de Salud Familiar Dr. Carlos Lorca Tobar;2da dosis;4;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-312;-33.554149;-70.666968
El Bosque;13-314;Centro de Salud Familiar Cóndores de Chile;2da dosis;28;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-314;-33.561362;-70.674691
El Bosque;13-317;Centro de Salud Familiar Santa Laura;2da dosis;3;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-317;-33.552491;-70.688809
El Bosque;13-323;Centro de Salud Familiar Dr. Mario Salcedo;2da dosis;16;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-323;-33.582081;-70.668768
El Bosque;13-324;Centro de Salud Familiar Dra. Haydeé López Casoou;2da dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-324;-33.572212;-70.667054
El Bosque;13-329;Centro de Salud Familiar Canciller Orlando Letelier;2da dosis;4;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-329;-33.578041;-70.67785
El Monte;10-370;Centro de Salud Familiar El Monte;2da dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-370;-33.681919;-70.986091
Estación Central;11-230;Clínica Hospital del Profesor;2da dosis;16;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-230;-33.457755;-70.702639
Estación Central;11-295;Red Salud Santiago ex Clínica Bicentenario;2da dosis;12;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-295;-33.457336;-70.701792
Estación Central;11-302;Centro de Salud Familiar Padre Vicente Irarrázabal;2da dosis;9;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-302;-33.47284;-70.691894
Estación Central;11-306;Centro de Salud Familiar San José de Chuchunco;2da dosis;4;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-306;-33.473682;-70.705982
Estación Central;11-310;Centro de Salud Familiar Las Mercedes;2da dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Central;11-310;-33.451977;-70.703928
Huechuraba;09-305;Centro de Salud Familiar La Pincoya;2da dosis;20;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-305;-33.373386;-70.63702
Huechuraba;09-323;Centro de Salud Familiar Dr. Salvador Allende Gossens;2da dosis;16;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-323;-33.363415;-70.632789
Huechuraba;09-915;Centro de Salud Familiar Dr. Victor Castro Wiren;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-915;-33.352605;-70.67705
Independencia;09-300;Centro de Salud Familiar Agustín Cruz Melo;2da dosis;29;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-300;-33.415155;-70.657119
Independencia;09-321;Centro de Salud Familiar Juan Antonio Ríos;2da dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-321;-33.417373;-70.668652
Isla de Maipo;10-375;Centro de Salud Familiar Isla de Maipo;2da dosis;11;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-375;-33.749042;-70.903306
Isla de Maipo;10-425;Centro de Salud Familiar La Islita;2da dosis;18;Vacunación Programática;SRP (trivirica) Monodosis;Occidente;10-425;-33.734795;-70.861701
La Cisterna;13-311;Centro de Salud Familiar Santa Anselma;2da dosis;10;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-311;-33.529594;-70.667368
La Cisterna;13-326;Centro de Salud Familiar Eduardo Frei Montalva;2da dosis;10;Vacunación Programática;SRP (trivirica) Monodosis;Sur;13-326;-33.538937;-70.66238
La Florida;14-223;Clínica Vespucio;2da dosis;40;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-223;-33.519116;-70.596867
La Florida;14-302;Centro de Salud Familiar Los Castaños;2da dosis;3;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-302;-33.511875;-70.577975
La Florida;14-303;Centro de Salud Familiar Bellavista;2da dosis;16;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-303;-33.518563;-70.602218
La Florida;14-304;Centro de Salud Familiar Villa O'Higgins;2da dosis;11;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-304;-33.531236;-70.604217
La Florida;14-305;Centro de Salud Familiar Los Quillayes;2da dosis;4;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-305;-33.560178;-70.60598
La Florida;14-316;Centro de Salud Familiar Dr. Fernando Maffioletti;2da dosis;12;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-316;-33.560204;-70.578515
La Florida;14-324;Centro de Salud Familiar Santa Amalia;2da dosis;19;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-324;-33.54375;-70.592829
La Florida;14-330;Centro de Salud Familiar Trinidad;2da dosis;4;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-330;-33.547211;-70.60862
La Florida;14-331;Centro de Salud Familiar La Florida;2da dosis;9;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-331;-33.514659;-70.585809
La Florida;14-334;Centro de Salud Familiar José Alvo;2da dosis;21;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-334;-33.557178;-70.582012
La Florida;14-908;Clínica Bupa Santiago;2da dosis;8;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-908;-33.509903;-70.598229
La Granja;13-307;Centro de Salud Familiar Padre Esteban Gumucio Vives;2da dosis;21;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;13-307;-33.519604;-70.623975
La Granja;14-306;Centro de Salud Familiar La Granja;2da dosis;19;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-306;-33.536995;-70.633668
La Granja;14-315;Centro de Salud Familiar Malaquías Concha;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-315;-33.527458;-70.621298
La Granja;14-325;Centro de Salud Familiar Granja Sur;2da dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-325;-33.551822;-70.629548
La Pintana;14-308;Centro de Salud Familiar San Rafael;2da dosis;7;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-308;-33.579577;-70.639086
La Pintana;14-309;Centro de Salud Familiar Pablo de Rokha;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-309;-33.576624;-70.64964
La Pintana;14-311;Centro de Salud Familiar Santiago de Nueva Extremadura;2da dosis;14;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-311;-33.588977;-70.618578
La Pintana;14-317;Centro de Salud Familiar Santo Tomás;2da dosis;32;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-317;-33.556972;-70.616542
La Pintana;14-318;Centro de Salud Familiar Flor Fernández;2da dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-318;-33.585495;-70.636257
La Pintana;14-319;Centro de Salud Familiar El Roble;2da dosis;3;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-319;-33.563873;-70.647535
La Pintana;14-327;Centro de Salud Familiar Juan Pablo II Red de Salud UC CHRISTUS;2da dosis;4;Vacunación Programática;SRP (trivirica) Monodosis;Suroriente;14-327;-33.595431;-70.621698
La Reina;12-317;Centro de Salud Familiar Ossandon;2da dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-317;-33.442855;-70.54447
La Reina;12-320;Centro de Salud Familiar Juan Pablo II ( La Reina);2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-320;-33.456864;-70.532647
La Reina;12-530;Hospital Militar de Santiago;2da dosis;12;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-530;-33.45281;-70.56351
Lampa;09-311;Centro de Salud Familiar José Bauza Frau;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-311;-33.285648;-70.876237
Lampa;09-312;Centro de Salud Familiar Batuco;2da dosis;6;Vacunación Programática;SRP (trivirica) Monodosis;Norte;09-312;-33.241849;-70.81415
Las Condes;12-212;Clínica Las Condes;2da dosis;49;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-212;-33.384094;-70.530151
Las Condes;12-238;Hospital FACH;2da dosis;4;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-238;-33.395327;-70.548074
Las Condes;12-261;Clínica San Carlos de Apoquindo Red de Salud UC CHRISTUS;2da dosis;25;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-261;-33.40132;-70.51837
Las Condes;12-272;Centro Médico Militar Rosa O'Higgins;2da dosis;1;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-272;-33.405309;-70.585445
Las Condes;12-304;Centro de Salud Familiar Apoquindo;2da dosis;7;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-304;-33.400414;-70.56441
Las Condes;12-306;Centro de Salud Familiar Aníbal Ariztía;2da dosis;7;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-306;-33.417067;-70.53311
Las Condes;12-950;Hospital Clínico Universidad de Los Andes;2da dosis;34;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-950;-33.40656;-70.50017
Las Condes;201094;Vacunatorio Medicien Alto El Plomo;2da dosis;2;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;201094;-33.404764;-70.570812
Las Condes;201157;Centro Médico y Dental Arauco Salud;2da dosis;3;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;201157;-33.402191;-70.578247
Lo Barnechea;12-307;Centro de Salud Familiar Lo Barnechea;2da dosis;10;Vacunación Programática;SRP (trivirica) Monodosis;Oriente;12-307;-33.351854;-70.509989
